date,temp_max_c,temp_min_c,temp_mean_c,precip_mm,wind_max_kmh,solar_rad_mj_m2,humidity_pct,pressure_hpa,month,rained
2010-01-01,28.2,24.3,26.0,2.0,19.5,20.11,82,1011.0,1,1
2010-01-02,28.4,24.0,26.1,3.8,18.3,22.74,81,1011.3,1,1
2010-01-03,28.7,23.5,26.0,1.0,20.2,23.97,81,1011.9,1,1
2010-01-04,28.6,23.6,26.1,1.2,15.2,22.0,81,1012.7,1,1
2010-01-05,28.1,24.0,25.9,2.8,14.1,14.48,82,1012.0,1,1
2010-01-06,29.1,24.9,26.8,0.0,16.6,20.54,76,1010.7,1,0
2010-01-07,30.2,24.7,27.0,0.4,19.5,24.36,75,1010.9,1,0
2010-01-08,29.0,24.6,26.6,1.1,16.9,21.02,79,1011.8,1,1
2010-01-09,27.8,24.6,26.2,3.2,17.0,20.22,82,1011.4,1,1
2010-01-10,27.9,23.7,25.8,2.1,14.8,19.16,81,1011.3,1,1
2010-01-11,28.8,24.8,26.4,2.9,16.6,18.18,78,1011.3,1,1
2010-01-12,28.8,25.1,26.8,1.0,19.6,17.37,77,1011.9,1,1
2010-01-13,29.0,25.0,26.8,0.0,16.2,20.65,75,1012.7,1,0
2010-01-14,29.4,25.3,27.0,0.0,17.3,23.79,75,1013.1,1,0
2010-01-15,28.8,24.9,26.7,0.6,17.2,20.22,78,1013.9,1,0
2010-01-16,28.3,25.1,26.4,3.3,16.8,18.49,82,1014.2,1,1
2010-01-17,28.2,24.4,26.4,4.1,17.9,21.34,81,1014.0,1,1
2010-01-18,29.0,24.9,26.3,2.2,17.4,19.73,79,1013.2,1,1
2010-01-19,28.3,24.4,25.9,3.4,14.3,16.59,81,1012.5,1,1
2010-01-20,28.3,23.9,25.7,4.2,11.9,16.42,84,1012.1,1,1
2010-01-21,28.5,24.2,26.3,2.8,15.3,18.87,80,1012.4,1,1
2010-01-22,29.3,25.1,26.9,0.0,15.0,25.71,72,1012.0,1,0
2010-01-23,28.4,24.7,26.4,3.5,18.4,17.79,80,1010.9,1,1
2010-01-24,29.5,24.6,26.8,1.6,17.5,25.93,75,1010.7,1,1
2010-01-25,28.4,23.9,26.3,2.5,16.6,22.6,79,1010.6,1,1
2010-01-26,28.4,23.8,25.9,2.9,17.9,22.05,84,1010.2,1,1
2010-01-27,29.1,24.1,26.5,0.9,17.8,23.08,82,1010.1,1,0
2010-01-28,27.8,24.4,26.0,3.3,16.9,20.63,85,1010.7,1,1
2010-01-29,29.2,23.9,26.4,0.8,18.1,23.44,80,1011.1,1,0
2010-01-30,29.1,25.6,27.3,0.0,18.6,18.65,72,1011.8,1,0
2010-01-31,28.4,24.7,26.4,10.3,17.1,16.05,81,1012.3,1,1
2010-02-01,29.6,25.9,27.4,0.4,17.7,25.15,74,1013.2,2,0
2010-02-02,29.0,25.4,26.9,2.3,19.0,20.85,77,1012.9,2,1
2010-02-03,29.8,24.6,27.2,0.3,16.3,25.5,78,1012.2,2,0
2010-02-04,29.2,25.4,27.2,1.5,19.7,22.77,79,1012.2,2,1
2010-02-05,29.6,26.0,27.5,0.8,18.7,22.1,74,1011.8,2,0
2010-02-06,29.9,25.0,27.2,0.7,16.9,22.42,77,1011.6,2,0
2010-02-07,29.5,24.6,27.0,2.0,18.4,22.15,80,1010.9,2,1
2010-02-08,29.4,25.8,27.2,2.1,16.7,19.14,78,1010.3,2,1
2010-02-09,28.8,25.1,26.9,0.6,17.7,17.79,81,1009.8,2,0
2010-02-10,29.1,25.9,27.0,1.2,18.6,18.77,75,1009.5,2,1
2010-02-11,29.5,24.7,26.8,3.7,17.0,22.91,77,1009.2,2,1
2010-02-12,28.6,23.9,26.3,3.0,16.0,20.78,82,1011.0,2,1
2010-02-13,29.7,24.7,27.2,0.1,15.5,24.08,72,1011.4,2,0
2010-02-14,29.3,24.3,26.9,0.8,17.3,21.96,75,1011.5,2,0
2010-02-15,30.6,25.4,27.7,0.0,17.5,25.47,72,1011.4,2,0
2010-02-16,29.9,25.7,27.6,0.8,18.3,23.55,76,1011.5,2,0
2010-02-17,29.5,25.3,27.2,1.5,20.4,19.5,82,1011.7,2,1
2010-02-18,30.0,25.3,26.8,7.7,17.9,19.08,81,1012.9,2,1
2010-02-19,30.0,25.1,27.4,1.5,17.7,24.91,79,1013.6,2,1
2010-02-20,29.3,25.7,27.4,1.4,21.4,19.37,76,1012.7,2,1
2010-02-21,29.9,25.8,27.6,0.9,18.1,24.09,74,1011.5,2,0
2010-02-22,29.7,25.9,27.6,0.1,17.1,21.48,74,1011.4,2,0
2010-02-23,29.9,25.4,27.1,3.5,16.5,21.5,83,1011.1,2,1
2010-02-24,29.0,25.2,26.8,2.5,13.3,17.88,85,1011.2,2,1
2010-02-25,28.9,24.9,26.9,3.0,17.1,17.38,83,1010.9,2,1
2010-02-26,30.2,25.9,27.7,0.4,17.0,23.42,79,1010.1,2,0
2010-02-27,29.9,25.7,27.7,1.7,15.6,21.69,80,1010.6,2,1
2010-02-28,30.3,25.0,27.8,0.3,16.6,24.3,80,1011.2,2,0
2010-03-01,31.1,25.9,28.0,0.0,18.4,24.92,76,1011.3,3,0
2010-03-02,30.8,25.8,27.9,0.0,20.6,24.7,75,1011.2,3,0
2010-03-03,30.9,25.4,27.7,0.0,20.2,26.31,75,1011.1,3,0
2010-03-04,31.4,25.4,28.0,0.0,19.5,24.09,72,1010.5,3,0
2010-03-05,32.2,26.0,28.6,0.0,19.6,24.01,73,1009.2,3,0
2010-03-06,32.5,26.2,28.7,0.0,23.3,24.08,72,1008.1,3,0
2010-03-07,32.9,25.9,28.7,0.0,24.9,26.46,70,1009.3,3,0
2010-03-08,31.4,26.5,28.4,0.0,20.2,25.17,74,1011.0,3,0
2010-03-09,31.3,26.1,28.1,0.0,19.5,26.03,74,1011.1,3,0
2010-03-10,31.3,25.7,28.1,0.0,19.2,26.23,71,1010.1,3,0
2010-03-11,30.5,26.1,27.9,0.2,20.2,22.3,74,1009.4,3,0
2010-03-12,31.1,25.9,28.0,0.0,18.8,25.24,70,1010.2,3,0
2010-03-13,31.4,25.4,28.1,0.0,21.6,23.76,72,1011.9,3,0
2010-03-14,30.0,26.0,27.8,1.5,16.3,22.6,75,1013.0,3,1
2010-03-15,30.1,25.2,27.5,0.9,20.8,21.99,78,1012.6,3,0
2010-03-16,30.4,26.2,27.9,0.0,16.9,23.35,73,1012.1,3,0
2010-03-17,29.9,25.2,27.1,1.7,17.6,19.03,82,1011.6,3,1
2010-03-18,29.9,24.5,27.1,1.7,18.2,21.78,83,1012.2,3,1
2010-03-19,30.3,24.9,27.2,4.1,14.4,21.91,81,1012.8,3,1
2010-03-20,30.2,24.9,27.5,2.4,14.8,20.89,80,1011.6,3,1
2010-03-21,30.9,25.3,27.9,1.8,18.0,21.06,78,1010.9,3,1
2010-03-22,29.9,25.7,27.8,1.2,19.9,20.08,79,1011.2,3,1
2010-03-23,29.7,26.3,27.2,6.5,16.8,16.47,79,1011.4,3,1
2010-03-24,29.3,25.8,27.2,3.1,14.0,21.14,78,1010.7,3,1
2010-03-25,29.3,24.5,26.4,5.0,12.8,21.18,85,1010.9,3,1
2010-03-26,29.1,24.3,26.3,5.7,16.6,19.43,83,1011.1,3,1
2010-03-27,29.4,24.7,26.7,2.0,13.0,20.58,84,1010.8,3,1
2010-03-28,30.1,24.7,27.2,0.0,15.9,20.21,79,1010.6,3,0
2010-03-29,30.5,24.0,27.3,0.0,13.7,24.84,77,1011.1,3,0
2010-03-30,30.6,25.1,27.8,0.0,15.1,22.98,77,1010.9,3,0
2010-03-31,30.3,25.5,27.7,2.1,16.1,22.61,80,1009.7,3,1
2010-04-01,29.6,25.2,27.1,7.6,16.0,19.43,83,1009.2,4,1
2010-04-02,29.3,24.9,26.6,7.4,17.2,18.63,87,1009.8,4,1
2010-04-03,28.7,24.9,27.0,3.6,16.6,18.75,86,1010.6,4,1
2010-04-04,29.9,25.4,27.6,2.0,18.1,20.76,79,1011.1,4,1
2010-04-05,29.2,25.4,27.1,2.0,16.5,19.46,83,1010.4,4,1
2010-04-06,30.2,26.4,28.0,1.7,15.9,20.42,77,1008.7,4,1
2010-04-07,31.1,25.7,28.0,3.2,17.7,21.52,81,1007.5,4,1
2010-04-08,31.5,25.2,27.7,21.5,15.9,17.52,82,1008.9,4,1
2010-04-09,27.1,24.2,25.5,27.2,8.2,6.51,92,1011.7,4,1
2010-04-10,27.5,24.5,25.5,19.4,10.0,11.68,90,1012.1,4,1
2010-04-11,27.3,24.1,25.4,9.0,11.9,8.15,89,1010.7,4,1
2010-04-12,28.6,24.0,26.0,3.8,11.2,18.92,87,1010.4,4,1
2010-04-13,28.2,24.4,26.0,5.2,13.8,17.71,88,1011.6,4,1
2010-04-14,29.0,24.4,26.5,7.3,14.5,19.05,85,1011.8,4,1
2010-04-15,29.4,24.8,26.7,4.5,15.3,18.77,85,1011.2,4,1
2010-04-16,28.5,24.7,26.8,4.8,16.8,17.95,86,1011.0,4,1
2010-04-17,28.0,25.0,26.2,14.2,15.2,13.8,88,1012.3,4,1
2010-04-18,28.7,24.8,26.6,3.9,17.8,19.12,87,1013.2,4,1
2010-04-19,28.8,24.2,26.6,1.9,18.9,18.16,84,1013.1,4,1
2010-04-20,28.7,25.5,26.8,0.0,15.9,18.06,77,1011.9,4,0
2010-04-21,29.3,24.1,26.6,0.1,14.3,19.66,77,1011.8,4,0
2010-04-22,29.0,24.5,26.7,0.9,14.2,19.22,80,1012.2,4,0
2010-04-23,29.3,24.4,27.0,2.1,16.7,18.49,83,1012.4,4,1
2010-04-24,28.5,24.8,26.8,3.3,16.5,19.82,83,1012.7,4,1
2010-04-25,29.0,24.0,26.5,3.4,14.8,19.55,84,1012.0,4,1
2010-04-26,27.8,24.5,26.4,4.6,13.1,15.93,85,1012.2,4,1
2010-04-27,29.2,24.8,26.9,1.6,13.8,19.89,80,1012.9,4,1
2010-04-28,28.0,24.3,26.4,1.2,14.6,19.06,85,1012.3,4,1
2010-04-29,28.6,24.8,26.6,3.4,16.8,18.63,82,1012.5,4,1
2010-04-30,28.4,24.3,26.4,1.6,16.0,19.47,82,1012.0,4,1
2010-05-01,28.8,24.5,26.6,2.3,12.0,18.14,80,1012.1,5,1
2010-05-02,28.9,24.2,26.5,2.1,15.0,17.64,82,1012.7,5,1
2010-05-03,27.0,24.6,25.6,4.9,12.5,13.11,88,1013.2,5,1
2010-05-04,28.0,24.3,25.8,4.1,15.4,16.35,88,1011.7,5,1
2010-05-05,28.1,24.1,26.1,3.9,13.6,15.0,85,1011.2,5,1
2010-05-06,28.5,24.8,26.7,1.0,16.8,16.77,79,1012.6,5,1
2010-05-07,28.4,25.5,27.0,1.1,17.4,17.47,75,1012.9,5,1
2010-05-08,27.2,24.7,25.8,3.7,14.5,14.16,87,1012.1,5,1
2010-05-09,28.8,24.7,26.6,2.5,11.5,20.02,79,1011.9,5,1
2010-05-10,27.3,24.0,26.0,1.3,13.7,14.99,83,1011.0,5,1
2010-05-11,28.8,24.3,26.7,0.4,16.4,17.03,80,1011.4,5,0
2010-05-12,28.4,25.2,26.2,9.6,13.9,12.07,88,1011.3,5,1
2010-05-13,28.7,24.9,26.4,4.5,15.9,17.29,88,1012.2,5,1
2010-05-14,29.0,24.9,26.7,0.2,13.1,17.53,82,1013.4,5,0
2010-05-15,28.6,25.2,26.7,0.5,16.8,17.9,75,1013.1,5,0
2010-05-16,27.7,24.7,26.1,2.6,15.3,15.98,85,1012.1,5,1
2010-05-17,28.7,24.8,26.5,1.6,13.6,16.22,77,1012.5,5,1
2010-05-18,27.2,24.9,26.0,3.3,15.0,15.26,86,1012.7,5,1
2010-05-19,27.1,24.0,25.6,1.7,15.4,15.62,85,1012.7,5,1
2010-05-20,27.6,23.1,25.2,1.1,16.5,17.43,85,1012.0,5,1
2010-05-21,27.8,23.3,25.7,1.4,13.7,16.23,85,1011.5,5,1
2010-05-22,28.4,24.1,26.3,0.9,13.7,17.86,84,1010.8,5,0
2010-05-23,28.0,24.5,26.3,1.2,15.0,17.37,82,1010.8,5,1
2010-05-24,28.7,25.1,26.5,0.0,12.7,15.58,79,1011.2,5,0
2010-05-25,28.5,24.9,26.5,1.1,17.7,17.56,81,1012.3,5,1
2010-05-26,27.6,24.6,25.9,2.6,12.1,17.38,84,1012.2,5,1
2010-05-27,27.8,23.7,25.7,2.9,15.1,17.16,84,1012.7,5,1
2010-05-28,28.2,24.2,26.1,1.9,12.7,16.48,80,1012.8,5,1
2010-05-29,28.2,24.5,26.3,1.0,13.5,15.59,79,1013.3,5,1
2010-05-30,28.7,23.8,26.4,0.0,12.5,18.16,77,1014.3,5,0
2010-05-31,29.0,24.6,26.7,0.1,13.1,17.31,79,1014.1,5,0
2010-06-01,29.1,24.0,26.6,0.5,10.5,16.41,84,1014.4,6,0
2010-06-02,28.1,24.1,25.8,5.3,16.5,15.71,86,1014.4,6,1
2010-06-03,26.8,23.7,24.9,15.2,18.1,12.54,90,1015.6,6,1
2010-06-04,24.7,24.0,24.3,103.0,27.7,3.51,93,1015.5,6,1
2010-06-05,25.9,23.5,24.6,26.4,16.1,8.43,91,1015.3,6,1
2010-06-06,28.2,23.5,25.9,0.7,10.4,17.49,85,1014.5,6,0
2010-06-07,28.0,23.9,25.9,1.1,15.3,16.52,86,1015.8,6,1
2010-06-08,28.2,24.5,26.1,0.2,10.7,19.31,78,1016.1,6,0
2010-06-09,28.0,23.7,25.7,0.0,12.4,20.08,75,1015.8,6,0
2010-06-10,27.0,23.2,24.8,4.6,13.7,14.31,86,1015.3,6,1
2010-06-11,28.2,23.2,25.7,4.0,16.5,17.49,78,1015.6,6,1
2010-06-12,27.0,23.3,24.9,4.5,20.1,15.53,85,1015.6,6,1
2010-06-13,25.8,22.7,24.0,15.8,25.3,12.83,87,1016.1,6,1
2010-06-14,26.4,24.1,25.1,0.6,26.6,9.84,68,1016.3,6,0
2010-06-15,25.9,24.5,25.2,2.4,22.7,7.41,73,1016.2,6,1
2010-06-16,25.5,23.8,24.7,19.8,20.9,6.6,84,1015.5,6,1
2010-06-17,26.4,23.5,24.6,30.8,20.4,12.44,92,1013.9,6,1
2010-06-18,25.8,23.6,24.5,22.2,19.3,10.76,91,1013.6,6,1
2010-06-19,26.0,23.4,24.6,3.9,14.8,13.81,88,1013.2,6,1
2010-06-20,27.9,23.8,25.6,1.8,15.5,18.04,79,1012.6,6,1
2010-06-21,27.3,22.7,24.8,2.1,12.0,16.46,85,1013.0,6,1
2010-06-22,27.0,23.7,24.8,15.4,13.3,12.36,91,1013.7,6,1
2010-06-23,26.7,23.3,24.9,4.7,14.4,14.4,86,1015.5,6,1
2010-06-24,27.4,23.1,24.8,3.6,20.8,17.32,78,1017.0,6,1
2010-06-25,26.2,22.4,24.7,3.0,25.0,13.48,81,1016.6,6,1
2010-06-26,25.0,22.7,24.1,5.1,21.0,13.39,83,1015.1,6,1
2010-06-27,25.7,22.5,24.0,17.0,26.0,13.26,88,1014.6,6,1
2010-06-28,26.8,23.2,24.9,6.7,20.0,15.19,80,1014.8,6,1
2010-06-29,26.8,23.1,24.9,2.2,18.3,18.05,78,1014.9,6,1
2010-06-30,27.2,24.0,25.3,0.6,16.8,16.68,71,1015.6,6,0
2010-07-01,27.8,24.2,25.6,0.0,16.9,17.87,69,1015.7,7,0
2010-07-02,26.9,24.1,25.5,0.0,18.8,16.91,67,1015.2,7,0
2010-07-03,26.3,24.2,25.1,2.8,18.4,14.54,73,1015.2,7,1
2010-07-04,26.8,22.8,24.7,0.9,17.4,15.56,75,1015.0,7,0
2010-07-05,26.7,23.2,24.7,1.9,18.6,16.09,77,1014.8,7,1
2010-07-06,26.0,22.1,24.1,4.4,18.6,14.98,81,1015.1,7,1
2010-07-07,26.8,22.6,24.6,1.6,16.9,14.67,78,1014.6,7,1
2010-07-08,26.3,22.8,24.2,5.1,14.5,12.85,89,1015.2,7,1
2010-07-09,25.7,23.1,24.6,5.8,19.5,12.51,87,1015.2,7,1
2010-07-10,25.8,22.8,24.4,2.2,18.2,14.98,84,1014.8,7,1
2010-07-11,24.9,22.2,23.3,6.1,16.3,14.06,90,1014.1,7,1
2010-07-12,25.5,22.5,23.9,12.3,12.7,11.48,90,1013.5,7,1
2010-07-13,26.2,23.0,24.5,9.6,19.5,10.09,88,1013.6,7,1
2010-07-14,25.9,23.0,24.3,2.2,12.6,13.5,88,1014.4,7,1
2010-07-15,25.6,22.2,24.0,2.0,10.4,14.73,89,1015.0,7,1
2010-07-16,25.3,22.7,23.9,11.0,16.6,10.36,91,1016.1,7,1
2010-07-17,26.6,22.9,24.8,4.4,20.1,13.49,83,1016.9,7,1
2010-07-18,26.0,21.8,23.6,6.6,18.5,15.49,85,1016.8,7,1
2010-07-19,25.9,21.5,23.6,2.1,15.2,17.32,82,1017.2,7,1
2010-07-20,26.9,21.5,24.3,0.5,14.8,19.43,72,1017.2,7,0
2010-07-21,25.1,21.8,23.3,7.8,18.0,14.09,86,1017.5,7,1
2010-07-22,26.0,22.5,24.1,3.7,18.9,13.02,78,1017.5,7,1
2010-07-23,26.5,22.2,24.2,3.1,20.8,17.7,75,1018.1,7,1
2010-07-24,26.5,22.6,24.6,0.6,17.1,18.57,71,1017.3,7,0
2010-07-25,26.1,24.1,24.9,0.2,23.2,13.73,69,1016.9,7,0
2010-07-26,26.5,23.5,24.8,0.1,21.7,16.84,69,1016.1,7,0
2010-07-27,26.6,22.5,24.2,3.2,20.6,16.95,75,1016.2,7,1
2010-07-28,25.8,22.7,24.1,3.3,23.3,15.35,80,1017.3,7,1
2010-07-29,25.1,22.8,23.9,5.9,26.3,16.75,77,1016.9,7,1
2010-07-30,25.2,21.4,23.4,6.1,22.5,13.38,82,1015.0,7,1
2010-07-31,25.8,23.4,24.4,0.8,19.6,15.24,71,1013.8,7,0
2010-08-01,26.1,22.2,24.3,0.0,18.6,16.97,69,1014.2,8,0
2010-08-02,25.2,21.4,23.7,2.7,21.8,15.06,75,1015.8,8,1
2010-08-03,24.9,22.3,23.7,2.8,18.9,15.49,78,1016.0,8,1
2010-08-04,26.7,22.7,24.1,1.1,19.2,18.12,76,1016.0,8,1
2010-08-05,26.0,22.7,24.2,1.5,22.7,16.59,73,1016.0,8,1
2010-08-06,25.3,21.9,23.8,2.1,15.5,14.46,76,1015.7,8,1
2010-08-07,24.6,22.2,23.3,4.9,15.3,14.12,82,1017.6,8,1
2010-08-08,25.0,21.3,23.1,2.0,19.1,16.4,81,1018.1,8,1
2010-08-09,25.6,22.3,23.9,3.5,18.6,14.9,78,1017.3,8,1
2010-08-10,25.9,22.9,24.3,1.3,19.6,17.31,70,1018.0,8,1
2010-08-11,26.0,23.0,24.4,0.5,24.8,17.34,63,1019.3,8,0
2010-08-12,26.3,23.2,24.6,0.0,23.0,19.37,62,1018.9,8,0
2010-08-13,24.8,21.9,23.3,2.5,20.2,16.66,80,1017.6,8,1
2010-08-14,25.2,21.8,23.4,3.3,17.1,14.64,81,1015.5,8,1
2010-08-15,26.8,22.1,24.4,0.0,12.5,19.55,72,1015.4,8,0
2010-08-16,26.8,22.2,24.5,0.0,13.1,19.3,72,1016.5,8,0
2010-08-17,26.0,21.5,23.7,5.2,20.6,18.51,77,1018.0,8,1
2010-08-18,24.7,21.0,23.0,5.1,27.4,13.43,75,1017.9,8,1
2010-08-19,25.0,21.3,23.1,3.2,23.9,14.01,71,1016.8,8,1
2010-08-20,24.7,21.2,23.0,3.1,20.0,16.93,77,1016.9,8,1
2010-08-21,25.0,22.1,23.5,7.4,21.0,12.73,81,1017.5,8,1
2010-08-22,25.2,22.1,23.5,6.7,19.9,15.63,83,1017.9,8,1
2010-08-23,25.5,22.2,23.6,3.9,21.1,19.09,79,1016.9,8,1
2010-08-24,25.9,21.7,23.8,3.9,20.8,14.77,75,1016.3,8,1
2010-08-25,26.3,23.1,24.4,1.0,20.0,16.83,67,1016.3,8,1
2010-08-26,27.2,21.8,24.3,1.2,14.9,20.2,74,1016.0,8,1
2010-08-27,26.0,22.8,24.3,3.4,18.5,16.33,78,1015.5,8,1
2010-08-28,26.3,22.9,24.3,0.3,15.6,18.59,76,1015.1,8,0
2010-08-29,25.5,22.8,24.1,1.0,18.6,16.45,78,1015.5,8,1
2010-08-30,27.0,22.5,24.2,1.2,15.5,21.2,77,1016.0,8,1
2010-08-31,25.8,22.0,23.8,5.3,23.0,16.65,82,1016.2,8,1
2010-09-01,26.2,21.9,23.2,7.8,27.5,17.89,86,1016.5,9,1
2010-09-02,25.9,22.0,24.0,3.6,25.5,20.39,74,1017.2,9,1
2010-09-03,25.7,22.5,23.8,1.5,18.5,18.73,76,1017.0,9,1
2010-09-04,25.4,22.3,23.7,3.2,22.1,16.42,75,1016.9,9,1
2010-09-05,25.6,22.0,23.8,0.0,15.0,16.74,67,1016.8,9,0
2010-09-06,26.4,22.4,23.9,0.1,17.7,19.21,68,1017.5,9,0
2010-09-07,25.4,22.4,23.8,0.7,17.7,18.27,76,1016.7,9,0
2010-09-08,26.5,21.0,23.9,0.3,15.3,20.08,78,1015.3,9,0
2010-09-09,26.0,22.5,24.2,0.7,17.7,20.03,81,1016.5,9,0
2010-09-10,26.0,23.0,24.3,0.7,21.9,18.14,72,1017.2,9,0
2010-09-11,26.6,22.8,24.6,0.0,21.9,21.98,67,1016.1,9,0
2010-09-12,25.2,21.8,23.4,4.4,19.2,17.74,83,1015.4,9,1
2010-09-13,25.5,21.6,23.2,7.7,21.3,17.42,88,1015.5,9,1
2010-09-14,25.7,22.0,23.6,9.5,26.5,15.38,83,1016.4,9,1
2010-09-15,26.2,22.2,24.1,0.8,19.6,22.3,75,1015.5,9,0
2010-09-16,25.4,22.6,23.9,2.8,18.9,18.94,79,1014.3,9,1
2010-09-17,26.7,22.0,24.3,1.1,17.0,22.46,76,1014.6,9,1
2010-09-18,26.2,22.2,24.2,1.8,16.5,18.76,80,1015.4,9,1
2010-09-19,26.3,23.2,24.3,3.9,20.4,18.28,79,1015.7,9,1
2010-09-20,25.9,22.0,24.0,3.5,20.9,19.3,75,1015.1,9,1
2010-09-21,26.0,22.5,24.2,3.4,21.6,19.02,78,1014.8,9,1
2010-09-22,25.4,22.5,23.9,2.3,20.6,17.52,80,1015.4,9,1
2010-09-23,26.8,22.2,24.2,1.4,20.6,19.43,75,1015.4,9,1
2010-09-24,25.8,22.5,24.0,3.1,20.5,17.23,78,1015.2,9,1
2010-09-25,25.5,22.6,23.8,4.8,19.1,17.04,83,1014.7,9,1
2010-09-26,26.5,22.8,24.5,2.1,19.5,20.22,77,1013.8,9,1
2010-09-27,26.6,22.7,24.5,0.8,16.4,21.65,78,1013.0,9,0
2010-09-28,26.7,22.6,24.6,2.4,19.8,19.17,82,1011.3,9,1
2010-09-29,27.4,23.6,25.3,0.0,19.4,19.33,80,1011.3,9,0
2010-09-30,27.1,23.8,25.1,0.1,17.1,23.7,79,1012.3,9,0
2010-10-01,27.3,22.4,25.0,1.0,15.9,18.3,83,1011.8,10,1
2010-10-02,27.6,23.9,25.4,1.5,14.6,21.09,82,1012.4,10,1
2010-10-03,28.0,23.8,25.3,0.0,15.3,25.14,80,1013.2,10,0
2010-10-04,27.2,23.5,25.0,0.1,18.1,19.78,77,1014.9,10,0
2010-10-05,26.9,22.9,24.8,0.0,14.8,19.33,75,1014.0,10,0
2010-10-06,27.8,21.8,24.7,0.0,14.3,24.95,73,1013.6,10,0
2010-10-07,27.6,23.6,25.3,0.0,14.8,20.56,74,1014.4,10,0
2010-10-08,28.0,23.6,25.5,0.0,18.1,22.77,76,1015.2,10,0
2010-10-09,29.4,23.5,25.7,0.0,20.7,26.52,77,1013.8,10,0
2010-10-10,27.9,24.2,25.8,0.2,18.0,20.25,79,1015.0,10,0
2010-10-11,27.7,24.1,25.4,2.0,19.9,20.21,80,1014.7,10,1
2010-10-12,27.7,24.2,25.5,0.3,15.7,21.6,79,1014.3,10,0
2010-10-13,27.6,23.9,25.4,0.0,17.9,21.1,76,1015.2,10,0
2010-10-14,27.5,24.2,25.5,0.8,21.4,20.06,75,1015.6,10,0
2010-10-15,27.0,24.1,25.2,2.8,22.2,19.9,76,1014.6,10,1
2010-10-16,27.3,23.9,25.2,0.8,20.0,21.86,76,1014.0,10,0
2010-10-17,27.4,23.3,25.1,2.4,20.7,21.06,80,1013.1,10,1
2010-10-18,27.7,23.2,25.4,0.2,19.9,19.72,80,1012.8,10,0
2010-10-19,29.6,24.1,26.4,0.0,22.9,24.52,79,1011.3,10,0
2010-10-20,29.6,24.5,26.4,0.0,20.9,25.21,79,1011.4,10,0
2010-10-21,29.3,24.1,26.4,0.4,14.0,23.35,78,1011.8,10,0
2010-10-22,26.9,23.6,25.0,8.4,14.4,12.31,85,1011.3,10,1
2010-10-23,27.9,22.9,24.9,8.7,9.4,19.19,87,1010.5,10,1
2010-10-24,28.3,23.8,25.6,5.9,18.1,16.62,83,1010.3,10,1
2010-10-25,27.8,24.5,25.8,0.9,20.3,19.62,80,1009.5,10,0
2010-10-26,28.4,24.0,26.0,0.0,19.0,20.51,79,1009.4,10,0
2010-10-27,29.3,24.6,26.6,0.2,23.2,23.67,77,1009.0,10,0
2010-10-28,29.2,24.9,26.7,0.2,17.1,19.61,79,1009.6,10,0
2010-10-29,28.3,24.6,26.2,1.5,19.1,22.04,83,1010.9,10,1
2010-10-30,28.1,24.2,25.9,0.6,18.0,24.23,78,1012.4,10,0
2010-10-31,27.4,23.3,25.4,1.7,19.2,21.34,82,1012.9,10,1
2010-11-01,28.5,24.0,25.8,1.2,20.8,23.2,82,1013.2,11,1
2010-11-02,28.3,24.2,25.8,0.0,17.4,23.39,76,1011.0,11,0
2010-11-03,28.8,23.6,25.9,0.0,20.8,27.41,74,1010.7,11,0
2010-11-04,28.3,23.6,25.9,0.9,17.8,22.35,78,1012.0,11,0
2010-11-05,28.2,23.8,25.8,2.3,17.4,23.26,82,1013.1,11,1
2010-11-06,28.6,24.3,26.1,0.4,18.5,23.8,77,1012.2,11,0
2010-11-07,28.5,23.9,26.0,1.1,21.3,21.07,81,1012.3,11,1
2010-11-08,28.6,24.5,26.1,0.3,20.8,23.04,75,1012.9,11,0
2010-11-09,27.4,24.2,25.6,0.6,21.9,21.82,68,1011.4,11,0
2010-11-10,27.4,23.4,24.9,2.9,16.3,21.38,80,1011.7,11,1
2010-11-11,27.9,23.2,25.6,2.8,24.2,21.37,80,1013.2,11,1
2010-11-12,28.2,24.5,26.0,1.1,19.4,21.08,79,1013.3,11,1
2010-11-13,28.5,24.7,26.1,0.2,16.9,23.62,77,1012.1,11,0
2010-11-14,27.7,24.1,25.7,0.6,18.0,21.68,76,1010.9,11,0
2010-11-15,27.6,24.1,25.8,0.0,17.7,19.1,71,1011.8,11,0
2010-11-16,28.4,24.2,25.9,0.0,18.4,22.37,72,1012.3,11,0
2010-11-17,29.0,23.3,26.0,0.0,19.2,26.76,73,1011.2,11,0
2010-11-18,29.3,24.2,26.3,0.0,19.4,26.13,73,1009.5,11,0
2010-11-19,29.7,24.1,26.4,0.0,21.3,26.87,74,1009.8,11,0
2010-11-20,28.6,24.1,26.1,1.1,17.3,21.95,77,1011.7,11,1
2010-11-21,27.9,23.3,25.4,2.3,18.6,21.56,81,1011.3,11,1
2010-11-22,28.2,24.1,25.9,0.3,16.6,23.84,77,1009.3,11,0
2010-11-23,28.8,24.2,26.1,0.0,20.2,23.36,72,1008.0,11,0
2010-11-24,29.2,24.3,26.4,0.0,24.6,23.3,70,1008.7,11,0
2010-11-25,28.8,24.0,26.2,1.2,22.0,22.53,76,1010.6,11,1
2010-11-26,28.7,24.2,26.2,0.0,19.5,22.9,75,1010.3,11,0
2010-11-27,30.0,24.2,26.5,0.3,23.5,26.49,76,1009.4,11,0
