date,temp_max_c,temp_min_c,temp_mean_c,precip_mm,wind_max_kmh,solar_rad_mj_m2,humidity_pct,pressure_hpa,month,rained
2017-02-20,27.3,24.3,26.0,7.5,20.9,19.43,85,1012.9,2,1
2017-02-21,28.8,24.8,26.6,5.2,20.5,22.43,80,1012.6,2,1
2017-02-22,28.5,24.7,26.7,3.6,20.9,22.12,77,1012.5,2,1
2017-02-23,28.7,25.6,27.0,1.1,21.2,23.65,75,1012.4,2,1
2017-02-24,29.0,25.4,27.2,1.2,18.7,24.46,76,1011.8,2,1
2017-02-25,29.3,25.2,27.1,0.6,18.1,26.76,77,1011.0,2,0
2017-02-26,29.0,25.1,27.1,0.9,21.8,25.49,76,1011.1,2,0
2017-02-27,29.5,25.9,27.6,3.5,23.6,24.65,78,1010.7,2,1
2017-02-28,29.7,25.6,27.5,2.2,22.0,25.21,79,1010.2,2,1
2017-03-01,29.4,25.9,27.4,3.3,22.1,20.53,79,1010.4,3,1
2017-03-02,29.0,26.0,27.3,1.0,20.3,25.3,74,1011.9,3,1
2017-03-03,29.2,25.6,27.4,0.1,20.4,24.73,69,1012.5,3,0
2017-03-04,29.2,25.4,27.3,0.3,22.8,25.29,71,1010.9,3,0
2017-03-05,28.7,24.8,27.0,1.4,15.9,20.84,75,1009.8,3,1
2017-03-06,29.4,25.4,27.6,0.9,21.7,21.83,76,1010.3,3,0
2017-03-07,29.7,26.4,27.8,3.0,22.4,22.19,75,1011.2,3,1
2017-03-08,29.7,25.1,27.4,3.8,24.6,21.87,76,1011.1,3,1
2017-03-09,28.2,25.5,26.8,4.2,23.4,16.93,78,1010.9,3,1
2017-03-10,29.3,26.1,27.4,0.2,18.0,26.83,65,1011.2,3,0
2017-03-11,27.6,25.0,26.3,4.1,18.6,15.89,77,1011.4,3,1
2017-03-12,27.3,25.2,26.4,5.9,15.8,15.65,82,1011.2,3,1
2017-03-13,28.6,24.8,27.0,5.0,18.0,17.48,76,1010.9,3,1
2017-03-14,28.6,25.8,27.1,1.0,19.0,18.72,75,1011.2,3,1
2017-03-15,28.6,25.5,27.0,1.6,20.2,22.71,78,1011.1,3,1
2017-03-16,29.3,24.8,26.7,8.4,20.2,19.88,82,1011.1,3,1
2017-03-17,28.8,24.7,26.5,3.9,25.6,20.13,83,1011.2,3,1
2017-03-18,29.3,25.2,27.3,0.4,20.6,23.02,80,1012.1,3,0
2017-03-19,29.1,25.9,27.4,1.5,18.9,24.38,80,1012.5,3,1
2017-03-20,29.0,25.9,27.3,1.8,16.3,25.57,76,1012.7,3,1
2017-03-21,28.9,25.4,27.2,3.6,19.4,22.57,78,1013.2,3,1
2017-03-22,28.4,25.9,27.1,4.9,20.4,21.94,81,1013.4,3,1
2017-03-23,28.6,25.3,27.0,6.2,18.7,24.3,80,1012.3,3,1
2017-03-24,28.5,24.7,26.6,2.2,17.4,24.75,84,1011.9,3,1
2017-03-25,29.2,25.4,27.3,2.3,19.6,24.93,78,1011.4,3,1
2017-03-26,29.5,25.6,27.4,1.9,22.3,23.22,80,1011.1,3,1
2017-03-27,29.3,26.0,27.7,1.2,20.4,24.28,79,1011.7,3,1
2017-03-28,30.1,25.9,27.8,0.6,25.4,20.47,79,1011.1,3,0
2017-03-29,30.5,25.0,27.9,0.0,25.3,22.67,78,1010.4,3,0
2017-03-30,30.0,25.9,27.9,2.8,19.1,20.19,80,1010.8,3,1
2017-03-31,29.5,26.6,27.9,4.0,23.3,19.58,77,1012.0,3,1
2017-04-01,30.0,26.5,28.0,1.3,22.8,23.15,73,1012.3,4,1
2017-04-02,28.9,25.5,27.2,5.5,19.8,18.96,80,1011.8,4,1
2017-04-03,29.5,26.6,27.8,0.7,21.5,22.44,74,1011.4,4,0
2017-04-04,29.3,25.7,27.5,1.9,18.4,23.49,74,1011.9,4,1
2017-04-05,29.3,24.5,27.0,6.7,22.7,19.95,79,1013.3,4,1
2017-04-06,28.9,26.2,27.4,2.4,20.5,23.09,75,1013.2,4,1
2017-04-07,29.0,25.3,27.0,4.2,16.5,23.29,77,1012.0,4,1
2017-04-08,28.3,24.9,26.5,6.1,22.7,17.07,82,1011.6,4,1
2017-04-09,28.4,25.0,26.6,3.9,17.7,17.84,80,1010.9,4,1
2017-04-10,28.6,25.9,27.1,2.4,18.2,20.74,80,1010.8,4,1
2017-04-11,26.9,25.3,26.0,9.5,13.6,12.01,88,1011.3,4,1
2017-04-12,27.9,24.7,26.3,13.8,15.7,16.65,87,1011.4,4,1
2017-04-13,29.4,25.1,26.9,4.9,16.8,17.95,85,1011.9,4,1
2017-04-14,27.1,25.3,26.1,11.1,18.4,10.76,89,1012.7,4,1
2017-04-15,28.8,25.2,26.7,4.3,19.8,20.14,85,1012.6,4,1
2017-04-16,28.1,25.2,26.7,3.4,17.4,18.33,85,1011.7,4,1
2017-04-17,27.1,24.6,26.1,3.5,14.1,15.84,87,1011.7,4,1
2017-04-18,27.9,24.7,26.5,2.4,16.7,17.51,85,1011.5,4,1
2017-04-19,28.4,26.1,27.1,1.9,20.5,20.54,75,1012.0,4,1
2017-04-20,28.3,24.9,26.7,3.7,14.6,22.87,77,1011.4,4,1
2017-04-21,27.9,24.2,26.5,0.7,14.3,20.08,83,1011.9,4,0
2017-04-22,28.6,25.4,26.9,2.6,16.6,22.03,84,1012.6,4,1
2017-04-23,29.0,24.7,26.9,1.8,17.4,21.53,82,1013.0,4,1
2017-04-24,28.9,25.8,27.1,2.6,20.1,20.67,79,1013.0,4,1
2017-04-25,27.7,25.7,26.7,3.8,18.3,17.97,81,1011.7,4,1
2017-04-26,27.8,24.9,26.5,2.6,14.8,17.29,80,1011.6,4,1
2017-04-27,27.6,25.2,26.3,3.0,19.8,16.83,86,1012.5,4,1
2017-04-28,28.5,24.8,26.6,4.1,17.9,18.58,83,1013.1,4,1
2017-04-29,26.2,24.9,25.6,8.7,19.1,14.68,90,1013.4,4,1
2017-04-30,29.0,24.9,26.6,7.2,22.0,19.53,78,1013.9,4,1
2017-05-01,28.1,25.6,26.7,1.8,20.0,19.61,73,1013.9,5,1
2017-05-02,28.1,24.6,26.3,3.6,20.2,16.54,79,1013.4,5,1
2017-05-03,28.7,24.8,26.6,12.7,19.7,20.24,80,1013.3,5,1
2017-05-04,28.5,24.3,26.3,6.2,20.6,17.56,82,1012.5,5,1
2017-05-05,28.5,24.4,26.6,3.7,19.9,19.67,77,1012.7,5,1
2017-05-06,26.8,24.0,25.5,7.8,17.3,14.9,86,1012.9,5,1
2017-05-07,27.0,25.2,26.1,3.4,14.5,15.34,82,1011.8,5,1
2017-05-08,26.6,24.4,25.6,5.6,17.2,16.84,88,1011.5,5,1
2017-05-09,26.5,24.7,25.7,7.0,11.5,10.1,87,1012.3,5,1
2017-05-10,27.4,24.9,26.4,3.6,15.1,15.04,82,1012.3,5,1
2017-05-11,27.6,25.8,26.5,1.6,19.9,16.61,82,1012.2,5,1
2017-05-12,27.6,25.0,26.3,2.2,16.9,19.71,77,1013.8,5,1
2017-05-13,27.6,24.6,26.2,4.7,14.4,19.17,79,1014.4,5,1
2017-05-14,27.9,25.0,26.4,0.6,14.4,18.26,81,1013.5,5,0
2017-05-15,29.8,24.1,26.6,0.1,19.6,19.42,84,1012.6,5,0
2017-05-16,30.5,24.7,27.1,0.0,27.2,20.54,84,1011.7,5,0
2017-05-17,29.0,24.9,27.0,1.1,18.4,20.0,85,1012.6,5,1
2017-05-18,27.4,25.3,26.2,5.5,15.8,14.12,86,1012.3,5,1
2017-05-19,26.4,24.4,25.3,5.0,18.1,15.33,87,1011.9,5,1
2017-05-20,26.5,24.4,25.5,4.0,18.0,14.59,89,1013.1,5,1
2017-05-21,26.5,24.4,25.3,20.5,28.2,11.62,91,1014.2,5,1
2017-05-22,26.6,24.4,25.4,18.3,19.6,13.22,92,1013.3,5,1
2017-05-23,26.7,24.6,25.5,13.1,19.7,13.22,90,1013.9,5,1
2017-05-24,26.0,24.4,25.1,12.7,20.7,11.83,91,1015.0,5,1
2017-05-25,26.3,24.6,25.2,19.4,26.9,12.88,90,1015.2,5,1
2017-05-26,25.2,24.2,24.8,45.7,22.3,3.37,90,1014.9,5,1
2017-05-27,25.6,24.2,24.8,58.0,29.4,5.6,92,1014.6,5,1
2017-05-28,26.2,24.4,25.1,35.0,22.7,5.75,87,1015.2,5,1
2017-05-29,27.4,24.7,25.8,5.1,24.3,11.38,76,1015.9,5,1
2017-05-30,26.1,23.9,25.2,2.0,11.5,4.56,82,1015.1,5,1
2017-05-31,25.9,24.7,25.2,10.3,15.5,8.77,90,1014.5,5,1
2017-06-01,27.1,24.5,25.6,7.7,17.2,13.29,89,1015.1,6,1
2017-06-02,27.0,24.3,25.7,2.6,12.8,13.54,88,1015.1,6,1
2017-06-03,28.1,25.0,26.2,3.2,18.1,19.04,82,1015.4,6,1
2017-06-04,27.6,25.0,26.2,5.1,26.1,17.95,77,1015.6,6,1
2017-06-05,26.7,24.6,25.8,2.4,23.9,14.94,79,1014.9,6,1
2017-06-06,26.8,24.6,25.6,3.7,23.2,14.75,83,1014.3,6,1
2017-06-07,27.9,24.5,26.2,2.6,23.7,16.74,77,1013.5,6,1
2017-06-08,26.7,23.9,25.3,6.3,22.2,15.63,85,1013.6,6,1
2017-06-09,27.4,24.9,25.9,4.4,16.1,15.53,83,1014.3,6,1
2017-06-10,26.4,23.8,25.2,2.9,13.4,14.19,88,1014.7,6,1
2017-06-11,26.6,23.9,25.3,3.8,16.7,14.35,85,1015.4,6,1
2017-06-12,27.1,24.5,25.7,4.3,16.4,18.55,78,1015.8,6,1
2017-06-13,28.1,23.4,25.8,4.1,25.0,16.19,79,1015.3,6,1
2017-06-14,27.4,24.7,25.8,1.0,25.2,15.63,73,1015.9,6,1
2017-06-15,26.2,23.7,25.0,20.1,22.5,5.37,84,1015.6,6,1
2017-06-16,26.6,23.7,24.8,7.9,20.9,13.63,85,1015.6,6,1
2017-06-17,26.9,23.9,25.3,4.7,22.5,14.23,82,1014.3,6,1
2017-06-18,26.1,23.2,24.7,14.3,22.2,12.39,87,1013.9,6,1
2017-06-19,27.2,23.6,25.4,6.2,20.6,17.67,78,1014.7,6,1
2017-06-20,25.1,23.4,24.1,12.2,17.1,11.58,92,1015.5,6,1
2017-06-21,25.8,23.8,24.5,19.9,23.8,6.22,86,1015.7,6,1
2017-06-22,26.5,23.3,24.8,8.5,24.5,15.96,80,1014.8,6,1
2017-06-23,26.8,23.1,24.8,15.4,23.5,12.16,84,1014.6,6,1
2017-06-24,26.2,23.7,25.1,5.0,20.5,11.74,81,1015.5,6,1
2017-06-25,26.8,24.7,25.6,3.1,25.1,17.73,73,1015.7,6,1
2017-06-26,26.7,24.3,25.2,2.7,23.5,17.55,74,1015.3,6,1
2017-06-27,26.7,24.3,25.3,1.7,25.5,16.91,75,1015.6,6,1
2017-06-28,25.9,23.3,24.4,21.4,24.0,9.0,83,1016.4,6,1
2017-06-29,25.2,23.4,24.1,23.9,19.5,7.33,90,1016.1,6,1
2017-06-30,24.9,23.7,24.3,17.1,15.6,7.21,91,1015.7,6,1
2017-07-01,24.6,23.7,24.1,13.2,18.7,6.97,91,1016.7,7,1
2017-07-02,25.7,23.4,24.4,8.8,20.9,6.42,84,1017.3,7,1
2017-07-03,26.2,22.9,24.4,9.9,29.0,14.27,80,1018.6,7,1
2017-07-04,25.3,22.8,23.7,11.8,35.3,12.02,84,1019.2,7,1
2017-07-05,25.2,23.1,23.9,11.2,31.4,10.2,82,1018.4,7,1
2017-07-06,25.6,23.3,24.3,5.3,25.4,6.08,78,1017.6,7,1
2017-07-07,25.1,22.9,24.2,11.4,28.7,5.53,81,1017.6,7,1
2017-07-08,25.4,23.1,24.0,5.1,27.7,14.26,79,1017.9,7,1
2017-07-09,25.6,23.9,24.7,1.4,26.4,10.69,72,1018.1,7,1
2017-07-10,26.4,24.0,25.1,1.9,21.9,14.68,74,1017.5,7,1
2017-07-11,25.5,22.8,24.0,8.5,27.5,10.43,83,1017.7,7,1
2017-07-12,26.3,23.5,24.6,1.6,25.8,16.08,72,1017.9,7,1
2017-07-13,25.4,22.4,23.8,6.0,28.5,13.47,79,1018.1,7,1
2017-07-14,26.5,22.2,24.3,0.6,23.5,17.33,70,1018.0,7,0
2017-07-15,25.9,23.1,24.4,1.2,29.4,20.4,69,1017.9,7,1
2017-07-16,26.2,23.6,24.6,0.0,25.6,18.17,67,1017.9,7,0
2017-07-17,26.0,22.7,24.0,3.8,25.5,13.85,73,1017.6,7,1
2017-07-18,25.8,22.4,24.0,1.6,20.2,17.83,76,1017.3,7,1
2017-07-19,25.3,22.9,23.9,5.7,19.5,6.76,81,1017.5,7,1
2017-07-20,24.2,23.1,23.8,44.1,23.2,3.28,84,1018.1,7,1
2017-07-21,25.1,23.6,24.2,10.4,21.5,6.98,84,1018.0,7,1
2017-07-22,25.6,23.3,24.4,5.5,19.5,15.42,82,1017.6,7,1
2017-07-23,24.6,22.8,23.7,16.2,25.0,4.72,86,1018.2,7,1
2017-07-24,25.7,22.8,24.0,5.2,23.7,15.76,81,1019.8,7,1
2017-07-25,25.8,22.7,24.2,10.8,25.6,16.74,79,1019.1,7,1
2017-07-26,26.1,23.1,24.3,3.7,25.7,17.49,76,1016.9,7,1
2017-07-27,26.1,22.5,24.0,9.5,24.7,16.11,80,1016.3,7,1
2017-07-28,25.6,22.4,23.9,8.1,29.0,13.63,80,1017.6,7,1
2017-07-29,25.2,23.0,24.1,4.1,29.8,15.71,76,1019.2,7,1
2017-07-30,25.4,22.5,23.9,2.6,28.9,13.94,76,1019.2,7,1
2017-07-31,24.9,22.4,23.6,5.1,21.5,10.84,77,1017.9,7,1
2017-08-01,24.8,22.1,23.4,7.2,17.4,12.66,85,1017.2,8,1
2017-08-02,25.7,23.1,24.3,3.2,15.9,15.08,81,1018.3,8,1
2017-08-03,25.7,22.5,24.1,1.7,15.1,19.04,84,1017.8,8,1
2017-08-04,25.7,21.9,24.1,0.3,13.4,20.07,87,1016.4,8,0
2017-08-05,26.3,22.3,24.3,0.9,14.6,20.11,86,1015.9,8,0
2017-08-06,25.8,22.9,24.1,6.5,22.3,16.84,82,1016.9,8,1
2017-08-07,25.7,23.4,24.4,1.5,22.6,19.7,76,1017.9,8,1
2017-08-08,25.4,23.0,24.3,4.3,17.3,16.32,78,1017.2,8,1
2017-08-09,26.0,22.6,24.4,1.7,15.0,18.19,83,1016.5,8,1
2017-08-10,26.4,22.9,24.4,1.3,18.1,17.12,85,1015.3,8,1
2017-08-11,26.1,21.4,24.1,1.6,17.3,19.29,85,1015.5,8,1
2017-08-12,24.7,22.5,23.7,2.6,20.5,15.61,86,1016.9,8,1
2017-08-13,24.7,23.4,23.9,5.0,21.4,10.29,80,1016.7,8,1
2017-08-14,25.0,22.4,23.7,0.8,22.0,15.65,77,1015.6,8,0
2017-08-15,25.3,20.1,23.1,2.3,16.9,19.93,80,1015.2,8,1
2017-08-16,24.7,22.4,23.6,4.1,16.4,13.99,82,1016.1,8,1
2017-08-17,25.9,23.2,24.4,7.0,19.7,16.24,80,1015.0,8,1
2017-08-18,24.5,23.1,23.7,7.9,16.8,14.57,89,1014.5,8,1
2017-08-19,24.7,22.7,23.8,13.1,22.1,6.92,86,1014.8,8,1
2017-08-20,25.6,23.0,24.3,2.4,19.6,14.94,82,1015.6,8,1
2017-08-21,26.2,22.7,24.5,1.3,17.7,20.26,82,1016.9,8,1
2017-08-22,25.6,23.6,24.3,4.1,23.8,16.4,80,1016.8,8,1
2017-08-23,24.9,22.9,23.9,6.3,22.5,15.17,83,1016.0,8,1
2017-08-24,25.6,22.9,24.3,3.8,22.0,17.45,83,1015.8,8,1
2017-08-25,25.3,22.8,23.7,9.1,23.5,15.81,84,1016.5,8,1
2017-08-26,25.7,22.4,24.1,5.4,22.7,18.39,78,1016.8,8,1
2017-08-27,24.9,22.4,23.7,2.9,18.5,15.35,83,1016.4,8,1
2017-08-28,25.2,22.5,23.8,4.2,20.5,15.4,82,1016.2,8,1
2017-08-29,24.8,22.3,23.5,6.7,20.6,17.58,83,1016.5,8,1
2017-08-30,26.0,22.8,24.2,1.6,17.2,18.1,80,1017.0,8,1
2017-08-31,26.2,22.8,24.4,2.4,19.0,17.82,80,1016.9,8,1
2017-09-01,25.7,23.2,24.4,2.2,20.4,15.35,77,1018.4,9,1
2017-09-02,24.9,22.8,23.8,3.5,24.0,17.65,77,1019.6,9,1
2017-09-03,25.8,22.9,24.2,3.3,24.5,20.29,72,1018.5,9,1
2017-09-04,25.3,21.2,23.3,5.2,25.8,16.68,83,1017.7,9,1
2017-09-05,25.9,22.5,24.2,5.2,22.9,17.17,84,1017.4,9,1
2017-09-06,26.3,23.1,24.6,2.9,21.3,19.43,85,1017.0,9,1
2017-09-07,25.3,22.9,24.1,3.6,21.7,13.93,86,1016.3,9,1
2017-09-08,26.0,22.5,24.3,4.7,21.8,18.96,78,1015.2,9,1
2017-09-09,25.2,23.3,24.3,3.7,24.2,14.04,78,1015.9,9,1
2017-09-10,26.5,23.1,24.7,2.9,25.2,20.41,76,1016.3,9,1
2017-09-11,26.2,23.1,24.4,2.4,29.3,14.04,75,1017.0,9,1
2017-09-12,25.5,22.6,23.9,5.7,26.5,16.85,81,1017.6,9,1
2017-09-13,25.1,22.4,24.0,4.1,22.4,15.77,80,1018.1,9,1
2017-09-14,26.1,23.0,24.2,4.2,28.0,17.67,77,1018.2,9,1
2017-09-15,25.7,23.0,24.2,5.7,25.5,18.62,77,1018.0,9,1
2017-09-16,26.3,22.5,24.3,3.9,22.6,20.51,77,1017.2,9,1
2017-09-17,26.3,22.7,24.5,2.2,21.9,20.9,76,1016.9,9,1
2017-09-18,26.2,23.1,24.2,5.8,24.4,20.02,79,1017.7,9,1
2017-09-19,25.3,22.9,24.2,2.8,28.4,16.94,78,1017.3,9,1
2017-09-20,26.1,23.2,24.4,6.0,22.4,20.43,76,1017.6,9,1
2017-09-21,26.2,22.9,24.3,4.0,24.0,20.6,78,1017.6,9,1
2017-09-22,25.5,22.3,23.7,6.6,23.7,16.98,82,1017.0,9,1
2017-09-23,26.1,22.8,24.3,3.1,21.4,19.63,75,1016.8,9,1
2017-09-24,25.7,21.5,23.7,3.8,23.9,15.21,80,1015.9,9,1
2017-09-25,26.2,23.0,24.5,4.5,22.0,20.73,75,1016.2,9,1
2017-09-26,26.4,23.6,24.7,2.3,21.9,20.96,77,1015.4,9,1
2017-09-27,26.3,23.9,25.0,5.4,21.8,19.29,81,1015.1,9,1
2017-09-28,26.0,24.0,24.9,2.2,24.8,20.52,82,1015.9,9,1
2017-09-29,26.6,23.6,25.0,2.6,24.3,22.99,79,1015.1,9,1
2017-09-30,26.8,23.2,24.8,2.3,21.8,23.03,78,1013.5,9,1
2017-10-01,26.4,23.0,24.9,1.8,22.8,18.27,78,1012.4,10,1
2017-10-02,26.7,23.7,25.3,1.5,24.8,20.13,77,1012.4,10,1
2017-10-03,26.6,24.1,25.3,1.2,24.4,21.03,81,1014.1,10,1
2017-10-04,27.3,23.9,25.2,2.7,26.1,22.59,80,1014.6,10,1
2017-10-05,26.9,23.9,25.1,1.4,23.7,21.76,77,1015.9,10,1
2017-10-06,26.6,22.9,24.7,2.7,25.0,21.43,78,1016.2,10,1
2017-10-07,26.0,22.8,24.4,3.2,18.0,21.22,81,1015.2,10,1
2017-10-08,26.1,23.4,24.8,3.6,20.4,17.85,78,1014.7,10,1
2017-10-09,26.5,23.0,24.6,1.8,19.4,22.9,75,1014.4,10,1
2017-10-10,25.7,22.7,24.2,2.8,20.9,19.65,82,1014.2,10,1
2017-10-11,26.1,23.4,24.7,1.0,19.4,18.74,80,1013.8,10,1
2017-10-12,26.7,23.7,24.9,0.3,20.4,21.64,75,1014.0,10,0
2017-10-13,26.6,23.9,25.3,1.3,19.2,19.71,76,1013.6,10,1
2017-10-14,26.9,24.0,25.4,0.4,22.4,19.67,79,1013.5,10,0
2017-10-15,27.0,24.1,25.4,1.0,19.4,20.01,81,1014.1,10,1
2017-10-16,25.9,23.4,24.5,3.5,17.8,17.17,81,1016.1,10,1
2017-10-17,26.6,23.2,24.7,2.8,19.1,21.76,79,1016.8,10,1
2017-10-18,26.2,22.8,24.6,5.2,21.6,17.16,83,1016.4,10,1
2017-10-19,27.4,23.8,25.5,0.4,25.0,23.16,75,1015.9,10,0
2017-10-20,27.7,24.3,25.7,4.2,24.8,20.18,80,1015.0,10,1
2017-10-21,27.5,24.0,25.7,1.3,26.6,21.14,78,1015.8,10,1
2017-10-22,27.7,23.9,25.4,0.8,28.7,22.61,73,1014.9,10,0
2017-10-23,26.3,24.0,25.0,5.0,18.3,16.87,78,1013.9,10,1
2017-10-24,27.0,23.6,25.3,2.5,24.8,18.5,81,1014.2,10,1
2017-10-25,26.6,24.6,25.4,1.5,25.2,19.61,79,1014.2,10,1
2017-10-26,27.3,24.0,25.6,3.4,24.1,20.67,82,1013.8,10,1
2017-10-27,27.1,24.5,25.7,1.1,23.3,19.79,81,1013.2,10,1
2017-10-28,27.3,24.6,25.8,0.1,22.5,22.67,79,1012.7,10,0
2017-10-29,27.4,24.6,25.8,0.1,22.3,25.71,78,1011.8,10,0
2017-10-30,27.6,24.4,25.9,0.1,23.9,24.52,77,1010.6,10,0
2017-10-31,27.9,24.7,26.1,0.2,25.1,20.73,79,1010.7,10,0
2017-11-01,28.5,24.1,26.2,0.0,30.1,24.14,82,1011.9,11,0
2017-11-02,28.1,24.9,26.3,1.5,25.2,22.29,82,1013.5,11,1
2017-11-03,27.9,24.4,26.0,1.7,23.8,24.62,78,1013.4,11,1
2017-11-04,27.4,23.4,25.5,3.2,27.1,23.0,80,1013.6,11,1
2017-11-05,27.9,24.4,25.8,0.6,23.1,25.26,74,1013.2,11,0
2017-11-06,27.4,23.5,25.6,0.3,24.1,17.7,75,1011.9,11,0
2017-11-07,27.8,24.1,25.9,1.5,23.7,18.93,79,1010.5,11,1
2017-11-08,27.6,24.1,25.7,4.4,25.8,21.18,78,1011.3,11,1
2017-11-09,26.3,23.7,25.1,3.0,19.2,10.98,80,1012.0,11,1
2017-11-10,27.5,24.2,25.8,0.9,25.2,23.8,76,1010.9,11,0
2017-11-11,28.0,23.6,25.9,0.1,26.9,24.9,79,1009.6,11,0
2017-11-12,29.4,24.7,26.5,0.0,33.1,26.28,78,1009.2,11,0
2017-11-13,30.4,24.8,26.9,0.0,36.1,25.92,77,1009.2,11,0
2017-11-14,29.0,25.2,26.7,0.0,28.2,25.49,74,1011.2,11,0
2017-11-15,28.1,24.6,26.2,2.5,26.3,21.47,75,1012.6,11,1
2017-11-16,27.7,25.0,26.1,1.0,23.4,21.05,69,1013.5,11,1
2017-11-17,27.7,24.0,25.8,0.7,20.5,19.98,71,1012.4,11,0
2017-11-18,27.2,24.1,25.7,1.9,20.5,18.74,77,1010.9,11,1
2017-11-19,28.8,23.9,26.1,0.2,23.8,25.16,77,1011.1,11,0
2017-11-20,28.2,23.6,26.1,0.9,23.2,25.34,75,1011.6,11,0
2017-11-21,28.1,24.1,26.0,1.7,22.7,23.64,81,1011.6,11,1
2017-11-22,27.9,24.3,26.2,0.1,21.8,22.71,78,1011.2,11,0
2017-11-23,28.5,24.6,26.5,0.6,28.6,22.01,80,1011.6,11,0
2017-11-24,28.5,24.7,26.3,1.9,24.9,23.27,78,1013.2,11,1
2017-11-25,28.1,23.3,25.8,3.3,24.0,23.19,77,1013.5,11,1
2017-11-26,27.8,24.8,26.1,0.4,22.0,24.96,71,1013.8,11,0
2017-11-27,28.1,24.6,26.2,0.3,21.2,22.47,72,1014.1,11,0
2017-11-28,27.5,24.5,26.0,2.9,22.5,20.38,79,1013.0,11,1
2017-11-29,28.6,23.9,26.3,0.1,29.0,22.41,77,1011.2,11,0
2017-11-30,28.8,24.3,26.5,0.2,32.1,22.23,78,1010.4,11,0
2017-12-01,29.1,24.0,26.4,0.5,30.7,23.29,78,1011.1,12,0
2017-12-02,29.3,23.4,26.4,0.1,26.8,24.56,79,1011.5,12,0
2017-12-03,28.5,24.3,26.4,1.3,24.4,21.93,80,1011.6,12,1
2017-12-04,28.3,24.7,26.4,1.8,21.8,23.09,80,1011.5,12,1
2017-12-05,28.8,24.6,26.7,0.4,24.3,24.54,81,1011.7,12,0
2017-12-06,29.0,24.5,26.8,0.0,28.7,26.01,79,1010.2,12,0
2017-12-07,29.2,24.6,26.7,1.2,24.2,24.73,76,1009.9,12,1
2017-12-08,29.3,25.1,27.1,0.5,33.0,23.37,79,1009.3,12,0
2017-12-09,32.4,25.7,27.9,0.0,36.3,22.65,74,1008.5,12,0
2017-12-10,31.0,25.7,27.5,0.2,29.7,16.17,76,1008.5,12,0
2017-12-11,30.8,25.4,27.4,0.1,31.7,22.82,77,1010.0,12,0
2017-12-12,29.9,25.4,27.3,0.0,29.7,23.61,77,1011.1,12,0
2017-12-13,29.2,25.7,27.2,0.3,25.5,23.67,70,1012.4,12,0
2017-12-14,29.0,24.7,26.8,0.2,20.5,27.41,69,1013.2,12,0
2017-12-15,28.6,25.1,26.8,1.6,19.5,23.86,70,1013.0,12,1
2017-12-16,28.2,24.6,26.4,5.1,21.4,20.62,79,1012.9,12,1
2017-12-17,28.0,24.9,26.2,4.3,27.4,20.95,81,1013.2,12,1
2017-12-18,28.2,25.1,26.5,2.3,21.7,20.73,77,1013.1,12,1
2017-12-19,27.9,25.2,26.2,3.6,20.6,18.82,77,1013.3,12,1
2017-12-20,27.6,25.3,26.4,2.5,19.3,15.31,76,1012.0,12,1
2017-12-21,27.5,24.9,26.2,1.4,19.2,19.21,80,1012.1,12,1
2017-12-22,28.5,25.1,26.6,2.2,20.7,21.68,78,1012.6,12,1
2017-12-23,26.4,24.3,25.3,7.6,19.8,13.78,86,1012.5,12,1
2017-12-24,26.6,23.8,25.0,4.0,20.9,17.91,88,1011.5,12,1
2017-12-25,28.2,24.3,26.3,1.2,20.4,25.13,78,1010.6,12,1
2017-12-26,28.2,24.8,26.5,0.8,21.3,22.34,78,1011.4,12,0
2017-12-27,28.3,25.4,26.6,4.0,19.1,20.6,79,1011.4,12,1
2017-12-28,28.5,24.8,26.5,0.6,22.5,25.91,79,1011.2,12,0
2017-12-29,28.6,24.8,26.8,0.0,23.5,24.09,76,1011.6,12,0
2017-12-30,29.1,24.2,26.8,0.0,26.3,25.62,74,1012.3,12,0
2017-12-31,29.4,25.5,27.3,0.0,24.5,26.25,74,1012.8,12,0
2018-01-01,29.1,25.7,27.1,0.4,24.8,25.46,76,1011.7,1,0
2018-01-02,29.7,24.6,27.0,0.0,26.3,26.83,75,1009.8,1,0
2018-01-03,30.2,24.7,27.2,0.0,31.7,24.16,74,1010.3,1,0
2018-01-04,30.3,25.5,27.5,0.2,32.9,25.42,72,1012.3,1,0
2018-01-05,28.9,25.8,27.0,2.4,24.3,22.55,75,1013.9,1,1
2018-01-06,28.4,24.8,26.4,3.4,19.0,22.74,80,1012.9,1,1
2018-01-07,27.7,23.7,25.9,2.4,19.5,22.15,80,1012.6,1,1
2018-01-08,28.4,25.3,26.8,1.1,19.9,23.99,71,1013.0,1,1
2018-01-09,28.9,25.1,26.7,2.0,18.0,23.96,72,1013.4,1,1
2018-01-10,28.6,24.9,26.7,1.9,21.6,22.22,78,1013.3,1,1
2018-01-11,27.1,24.2,25.7,2.0,16.4,18.46,81,1013.5,1,1
2018-01-12,27.1,23.8,25.7,5.7,17.5,18.72,81,1012.8,1,1
2018-01-13,28.7,25.3,26.9,1.8,22.3,23.4,78,1012.4,1,1
2018-01-14,26.8,24.5,26.0,4.6,26.0,17.6,84,1013.1,1,1
2018-01-15,28.8,24.4,26.3,8.1,25.1,21.43,80,1013.8,1,1
2018-01-16,28.3,24.9,26.3,1.8,22.4,21.24,75,1014.0,1,1
